feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
0.9604733083898248,0.3916000215381352,0.7544680355826938,0.41935173210055166,0.6984137626353432,0.6808716778994751,0.07783710998096871,0.93159903738126,0.7104500594539286,0.19886575805707696,3.2384842623647563
0.8411893361505933,0.863487859214494,0.19536993919768608,0.9516129047294611,0.12850603363768787,0.6354178077900038,0.577428485926793,0.8776546911496624,0.6573002858288439,0.23717621197206762,3.7578390400432924
0.6927136827624102,0.7484191247306189,0.5764752535096861,0.7632060203844603,0.6727767791621383,0.4494936520493049,0.7514836393060739,0.7579407256829719,0.030462274064257056,0.2431395623177104,3.618906443261914
0.4732611212243343,0.05355916424489593,0.28363807891455806,0.9414275653868239,0.8762273987300296,0.5695775364512474,0.8097353917843464,0.8079119093646596,0.26223901464193755,0.7936502662662539,3.191717888481657
0.5763537840511292,0.49037873347042815,0.8890961649748047,0.6497742780016187,0.05507591878588314,0.11928479102491363,0.14343425621659844,0.5861866654478526,0.6550363724023983,0.2780961023510785,2.7074776979512842
0.6566855442030781,0.10811210314585429,0.4600247363548653,0.2565537621095937,0.5943403908814028,0.3297971421427651,0.2872103439441136,0.27798728544917894,0.9773889730127608,0.8854026074326395,2.360601840843893
0.20095869518587506,0.8228375582900888,0.6120874087918227,0.2609974374422822,0.04735432942289963,0.4910628753803119,0.39483443917537675,0.20504315949311458,0.8913282773118213,0.5150802430735578,1.7653373828830328
0.7812670042196165,0.26593306076885626,0.6197345801802256,0.5704838079350634,0.26282098778979,0.4582480507618545,0.5760023457163487,0.7771934138010539,0.2710411845087636,0.9639578613093,3.4468570270326495
0.33893001138176804,0.9459017977593921,0.22124975753194398,0.13024944151647,0.10268264193662002,0.7761013168337463,0.3725292865150909,0.7894802345924221,0.2861139667490761,0.3356162265643844,2.5637522110510917
0.5724382974965448,0.9140686713616203,0.7933709488806526,0.8482701607355007,0.6117418136490601,0.9581367389160504,0.9736904888612881,0.5338379157622699,0.9288228074229384,0.24573482516845557,3.756731813203647
