feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
0.25292931393554097,0.2614183103558172,0.09805194207377954,0.8067612077251338,0.8288602121291482,0.4313648202145274,0.6682627259348132,0.5454263092434201,0.9296783536176283,0.7072067603220713,2.6203272789955774
0.12101031839586651,0.5415386823481648,0.5026404424046749,0.16363162086827854,0.6751784414598578,0.9519396311055496,0.06431430768728275,0.179326177877851,0.052240946246962516,0.5397063595835366,1.4175602981423567
0.3090687453864722,0.8377456353924962,0.06664537332690335,0.7172258871322732,0.1827200866322376,0.36492146883471777,0.2812571203929042,0.7002414594362365,0.2571243708183021,0.9393346261171207,2.4893178677607977
0.9175835220108853,0.3160516957251267,0.7161429607709578,0.14525257765310684,0.47414012965260677,0.6726755196742246,0.7396467753422579,0.017876893882853406,0.851414937370072,0.3664647636978804,2.7829915617805185
0.1045446001852871,0.10667464276788374,0.28318947611288425,0.46597686255829096,0.11571687209747472,0.36558453897113685,0.49524312252829084,0.5978693199869826,0.48864812776516564,0.6061739676942548,1.9544677049052555
0.31926122887392994,0.15265676960293073,0.9239809344396395,0.6310437509920124,0.6692095610736004,0.630665267071949,0.21199503554153187,0.17163275345080165,0.8065691393029856,0.6309320546501244,1.9660263949506924
0.8128365437405545,0.11673854271682438,0.4824950571666562,0.8973710847858303,0.6890626769844519,0.9149032779268047,0.5902266485598814,0.3766230650641207,0.6254844580020821,0.49721268408973207,3.2791420931138964
0.9883650152346035,0.6428574059437722,0.4480454924052304,0.9992819681704291,0.6744992851913738,0.7460527365038007,0.3886408246156906,0.24035056831157842,0.9651872755809664,0.14574551980840988,3.194088258784523
0.35075110491904726,0.0635383102929783,0.09189320819408509,0.03612681158695896,0.8276153580262878,0.5380523151692423,0.22574616863065178,0.26434748216496706,0.8788389168113583,0.8009610357317944,1.8166137665771505
0.8048178916831793,0.9314969609676546,0.8411432285420074,0.04788718542504289,0.9812909585474675,0.1536205864570891,0.028820579954179082,0.5804955204406012,0.30578545090506715,0.46126821028795384,2.6787164267712043
0.029376762198288997,0.13567615335732797,0.7017624149782323,0.9507297720272967,0.3117717937143816,0.6875374477697557,0.718457496194555,0.7113995543190312,0.8801488180257452,0.36297323321119335,2.389071721210928
0.7307092148801017,0.47221081978293933,0.6176829442165128,0.16786845900160663,0.8434712675909862,0.044049340559917494,0.6364462814923142,0.307777668701646,0.15135770713449626,0.8988647396140098,2.838825141647904
0.31985032231692634,0.8491559008920436,0.5439605498162664,0.7423467041169874,0.8778231891689425,0.35688973515012357,0.3796198556649849,0.7788015055028472,0.341349703214053,0.7367015453318526,2.926488207311778
0.9494756077588004,0.9698433827589796,0.9404924713046603,0.7524859336785182,0.04410529472979485,0.8637832785919114,0.5888555560313581,0.6851890608448526,0.2199168455515509,0.8512759940248489,4.169766986530594
0.6790344680850202,0.41879194831492306,0.12843243122075454,0.602516191400381,0.1636970571655061,0.9443603935837703,0.19316157951723822,0.5831550354749094,0.05853730451982553,0.21881948753568614,2.667738260969995
0.002795956134124644,0.2140288879797131,0.6801069245685978,0.5238671899249792,0.7030252064328301,0.647930302892768,0.2961393995785855,0.49629449238468193,0.9183122897700144,0.5125058836989185,1.7125637192383227
0.033247267637485534,0.5461548234786623,0.6176357897921626,0.34258485753414414,0.5354082204708989,0.2598976829752493,0.6168624675987139,0.5360386641999988,0.5153979915718905,0.8401040122093144,2.1520288261643588
0.4312704815406214,0.05181074724837409,0.19060429011809066,0.07516343835144468,0.3504542229093127,0.1544418319706008,0.7287262286940207,0.8338777684295647,0.21164405514114326,0.8839200244633977,2.7797543021645326
0.9288305043399623,0.2589755724088717,0.3407414776730294,0.14688038589546815,0.39647833988915526,0.14618136628995304,0.35836378298040883,0.031901755909944596,0.03731718767303749,0.17044765084311364,1.9473510075848428
0.7846291531202546,0.8902854934437309,0.8554452317272355,0.4591840333758961,0.3921827133515363,0.4945406220590294,0.3142239907596872,0.897638619494213,0.8653786460909597,0.9343664510221501,3.7898789372147887
0.5969124575634532,0.4424378820036946,0.9073756758075919,0.054279891038460315,0.3877316149765522,0.1619447427689651,0.4334565613954584,0.4284315815628176,0.3713003989963982,0.6045994114418692,2.4690443541677913
0.10026677315895516,0.4046555660728939,0.36260039248409504,0.05850039067807533,0.5961743351261383,0.9359345388277193,0.5572328292918065,0.4938587306113301,0.815601728110548,0.18518322942835785,1.896801324147704
0.14820847432057827,0.9277447674686022,0.5163627897981835,0.936986826206974,0.18254099845028504,0.12639199839818194,0.2617988554296573,0.7480581171711514,0.15485771388509295,0.5192514264768159,2.2560497428826514
0.22248033919378518,0.975985827034729,0.5645597484003133,0.43085464429255227,0.2500737077385432,0.5504019566056453,0.561817207220419,0.5163443675301467,0.7400840821074505,0.9342482690110656,2.5733651657109533
0.4939144956590269,0.5327627411559499,0.22389801418379707,0.8581300054801317,0.04646699980725333,0.45318078792670813,0.07237640245053778,0.9571549781102746,0.5896362246135529,0.04925579550883319,2.524392182468039
0.5171772986088968,0.3451879051934975,0.46518299309682754,0.8473499382914244,0.20690181985389677,0.9414598146850413,0.9886190184415371,0.6997071295832551,0.20171452934605405,0.36374161906849267,3.524162439276141
0.12153654296414318,0.47242556531058166,0.5841036037132844,0.05222958425924107,0.36977064626237643,0.28780221683462537,0.08243031150359847,0.8266386599442896,0.6421165177090902,0.9380671665066935,1.7860753562834866
0.2115225586384366,0.235091170057509,0.665473046014574,0.46654778403796404,0.3518260774639851,0.11477281039405351,0.2770452815471267,0.44653160931461156,0.3060383731607774,0.020646220347191213,1.4793907474747032
0.30268351888625844,0.08690472400494609,0.3920831419770121,0.22965811148093573,0.32648090550837117,0.14811598767040013,0.46866607878266275,0.5324586468217652,0.43537777149494017,0.6111426890498448,1.9155533108119498
0.4117269852276172,0.7732613436858014,0.35151450554046815,0.08155411867425877,0.322307949011186,0.7268362366683422,0.2175126314681326,0.3279900859206598,0.4182443954782543,0.3562507374414162,1.999672726252797
0.8578959349819248,0.049891157086679905,0.3236427236811532,0.8734995571076956,0.4404308631778454,0.874224001359696,0.6553390646993802,0.40445643043665924,0.5514870622952813,0.8330976565031148,3.349423978633801
0.8568820337385685,0.9006367864788467,0.9459580942746059,0.9920246925724686,0.6804906908502099,0.2844712823924447,0.6841518928583226,0.4460683736344272,0.9462830758314662,0.10227482269014154,3.770561748867422
0.785010445104407,0.5897803586317993,0.9098100401220215,0.6627602417191053,0.7928168387426547,0.8238331706386861,0.9062264528598378,0.7522426888796381,0.5116566525823453,0.5170435402644225,3.908696415834485
0.46183422148524456,0.5805898016644172,0.7672749826619867,0.8412083946851239,0.7892019444717676,0.05586821273205722,0.21167451611669175,0.8508595031955856,0.5713678639043565,0.22760543697951885,2.7800346216896252
0.005711564253956025,0.7989679962709262,0.6729535533998621,0.71330163464996,0.8610527656161445,0.5846558421234549,0.7079678373234023,0.028950499924539796,0.4981776675511347,0.2516460863211887,1.812013516587705
0.7826072948888282,0.5490572899311903,0.524414130996067,0.3502432123465661,0.03733736285107414,0.6642278635340617,0.8756286317190375,0.8477507264821484,0.2831170544456719,0.43142233271813124,3.8382913696072323
0.9408986970410724,0.81392354669888,0.14216852275305947,0.39831984182625335,0.1576562842542767,0.7395193490206615,0.3847284650648054,0.04115255248266003,0.15524762306785578,0.3030801921218018,2.5776631796367333
0.5382265055757546,0.08812490697431064,0.36231236553752577,0.7762800664174748,0.9984345000822761,0.8554067405434954,0.7592818579099643,0.6961650230892191,0.9344458001123159,0.4840640474312137,2.9970561605306365
0.30239716989644394,0.31166804864568365,0.6496460238521904,0.04949230523561732,0.7309244367667725,0.23773119890554784,0.3621404787447289,0.6079183466774057,0.6229166460605989,0.4056949908575279,1.9603755437689454
0.9633859265161393,0.38748446997587216,0.4161139409937852,0.7121352134442646,0.1497556403115824,0.5735185711067105,0.32240062717683016,0.16452303293391835,0.5010025991054441,0.8487246568044905,2.714535387538474
0.8973370756675293,0.02557530635300942,0.2242733339931815,0.3761204323662747,0.5815575364419208,0.2181984702573867,0.31541937454356284,0.7410467149449794,0.4958739332283958,0.33952482657389116,2.7853579576766534
0.29141452387176303,0.4745631718367377,0.7763742165179437,0.5152605173128174,0.7257551971587834,0.9162303280288351,0.9990564145728158,0.4458945633741498,0.29094513120984566,0.057406311506939645,2.7016422641912308
0.09965084889080389,0.42620477455831085,0.7821504163771414,0.44773817232056146,0.8272590210190611,0.2477220683078496,0.30218944618433263,0.9859587730344191,0.07117272188081558,0.6376109394850857,2.3122314139608147
0.10449170989958034,0.11422559661658294,0.8443193419108143,0.8763692644332814,0.3439706118821454,0.08347349946672267,0.6365524917837181,0.6563571239953417,0.6543421215826911,0.9902939178459332,2.338032103016088
0.8075184101754433,0.6629905874987914,0.8020980952075472,0.18637401649333285,0.860494021303961,0.37619488392293776,0.15451797596949757,0.5151964336291103,0.09449571919479394,0.39808171731150066,2.5480949829156363
0.985442887151685,0.6209230011608696,0.5987268766446007,0.26496819266655713,0.460960976120238,0.7996677698402974,0.47178264192329866,0.6750133370797978,0.029888911955467834,0.4425021817093747,3.4580236420812547
0.12325240245480529,0.9597188027787421,0.2202901511894897,0.8923277916593695,0.43614000615471893,0.9311048344598555,0.88150438938103,0.20230335578597392,0.9323322448216054,0.38058176372804453,2.5547021335859004
0.9907336516564765,0.8646332488581585,0.3229975145950569,0.8572874433033917,0.4181721860843277,0.6009317220523527,0.8419868724145328,0.5344273565107122,0.8470679003968313,0.9110234680936018,3.9401609612832242
0.5534885956744211,0.7330756219860324,0.06989135307387329,0.26887610303619824,0.8302125858710522,0.7086766092519385,0.9537765353480306,0.808897250292781,0.24923035185818088,0.5515647975789874,3.519129936546771
0.8461864948819617,0.6125852839175366,0.37261637493270705,0.8021001162280433,0.6464925673232008,0.11379018899373694,0.20326434948531535,0.5759771899910572,0.19175624494227717,0.022751599005100376,2.6547081926182186
0.871259426364848,0.4591989059740009,0.8626816965861696,0.6581339238556523,0.06320758478563426,0.08363492125137373,0.507774462136307,0.41102893184207245,0.2744123463270889,0.9642136693297585,2.9851465208018357
0.3657262472762687,0.3410917029411047,0.5210972906297694,0.6721356225390585,0.7471067247607935,0.18556363823377386,0.8350544667043833,0.07597641499543506,0.4635242650458423,0.40245450210675693,2.2137134536137295
0.9346929157292133,0.2210008019531302,0.06549799932115652,0.7772402689221097,0.05466202493776906,0.3934362330607877,0.26083332522209857,0.8458291685198224,0.5122347599277987,0.014479338414440934,3.0459499943039567
0.958615808381239,0.12831162351544445,0.26355456476321193,0.09422948958240895,0.6783949987409393,0.29340822673487166,0.9213548937237378,0.6416407397554343,0.7138301384393541,0.1111755077780261,3.472071804937828
0.7047539515923016,0.11619389729987817,0.5244831988645902,0.7180590011003254,0.062163624022988695,0.805337818866194,0.2001062518983947,0.36892076178282507,0.5678238819709751,0.27148256999558273,2.4749548777395804
0.9703484639255108,0.7500609163508898,0.13861642483783765,0.9305067287500756,0.8331113375457915,0.5744472603636741,0.8732743855024185,0.8262598870224835,0.6841540794079767,0.9551971781307412,4.351007712157041
0.7640737101088783,0.13809569298480906,0.22245147370360452,0.7123450305106978,0.9148942061551244,0.12575294239907675,0.6785998721031123,0.5969046670129713,0.8001039934765276,0.8167019482812442,3.4889376270137724
0.060957700775135626,0.5109869103730974,0.35175922626542655,0.5020547317903473,0.6491036761007772,0.5038609598918999,0.5690384518800575,0.813229946394662,0.5685761865865674,0.47196168844530184,2.420917270245506
0.9241743417673893,0.9426012357931076,0.5872004845322899,0.8251773865951776,0.7516639089649213,0.8331669073819596,0.14655157178336276,0.9338677952001918,0.8536862622998859,0.46793364657517433,3.694568034071601
0.9872074984329376,0.6203989328841938,0.33906826777272214,0.5239596970956679,0.1548407195401602,0.09412799798220983,0.07356318648739679,0.08421542584894626,0.3943200824464116,0.7729714314184476,2.5039251428836358
0.3406265009738918,0.6456777923071313,0.5406828922564769,0.7828410729804692,0.14016711613886368,0.6498354907805608,0.5766925579757685,0.5849988957637453,0.9188215626161924,0.4847738038424957,2.660291471027919
0.9816107715644459,0.05209687799249252,0.7530645465498456,0.8649980749910687,0.5177911934105345,0.2229852064700537,0.3076103901255659,0.5547789858949846,0.3745576866254904,0.39785037561890824,3.167969026433785
0.6789415104044252,0.07624449044389947,0.480674919713611,0.9899855390119872,0.6711281547449844,0.7772921395230802,0.495931309496088,0.8285364701332307,0.6999916375730703,0.6481081169587928,3.5034554308909938
0.1910801267706551,0.6122494223402619,0.3412100521921032,0.21720245122531368,0.2619795970956825,0.303034564399032,0.08460999470704389,0.9602143908555086,0.4479572752927483,0.05272215961981541,2.044008384531798
0.8708076512565752,0.4560382637121376,0.2820180143805271,0.3044518290879531,0.07100853149040265,0.04828703566146941,0.8590254397019547,0.1405516265935023,0.49441799209742043,0.35627396829105606,2.6562733142982986
0.8952006612339023,0.18425449843311414,0.670428111390461,0.5769214208331198,0.926011885277204,0.8862259453695498,0.9872620379846425,0.6337743511744761,0.6993859929173262,0.053407861124272316,3.747812044987687
0.7136556643890236,0.1408695558731632,0.7645507109705073,0.29809419549277205,0.8603960500598075,0.3983834716058845,0.04538759688177996,0.34251332779175436,0.4134521101359564,0.8985875176505028,2.309531193229405
0.07108042964831829,0.7263552676681002,0.5461407793940883,0.9586051770636457,0.06537339476092197,0.7974621615934928,0.8889619355899786,0.705824192903698,0.3942473333799694,0.5711814223546832,2.881622981640493
0.4861863995853576,0.9979386693622085,0.977032528312118,0.3789779871126454,0.9463694180535945,0.9029835855253903,0.9784064432570079,0.46455516164582245,0.5382015353652807,0.16008384036918522,3.318660601602129
0.16620188108718448,0.46222777035921025,0.06176082549242912,0.2500439325239955,0.7423052214453628,0.5068275108752995,0.786129034610546,0.1805334975895656,0.9278723195354943,0.7354769403777517,2.0858909410679813
0.5122871744252019,0.10996813554961882,0.05710404509975564,0.6880686959672508,0.8604367266385669,0.5726278600293518,0.6706052368577636,0.9084773973471206,0.7916805323264797,0.8431819645207607,3.1850436449707247
0.3355557037968785,0.07147483267077825,0.19070575022814518,0.4188633234457093,0.11127188515978792,0.6486849633413377,0.7318014295393078,0.1572352991031496,0.7300082688957913,0.1420031544289646,1.8615324519738663
